category,job_title,job_skill_set
INFORMATION-TECHNOLOGY,Information Technology Technical Services Manager,"['networking', 'security', 'project management', 'troubleshooting', 'server administration', 'documentation', 'business continuity planning', 'disaster recovery planning', 'vendor negotiation', 'infrastructure management', 'communication', 'team leadership', 'collaboration', 'problem solving', 'training', 'negotiation', 'adaptability', 'cisco ccnp', 'palo alto networks firewall', 'comptia security+', 'comptia server+', 'comptia network+', 'cissp']"
INFORMATION-TECHNOLOGY,Director of Information Technology,"['microsoft sql server', 'infrastructure management', 'application management', 'communication', 'customer service', 'integrity', 'problem solving', 'erp systems', 'project management', 'systems integration', 'data security', 'automation', 'enterprise architecture management', 'risk management', 'leadership', 'business acumen', 'listening skills', 'team development', 'strategic thinking', 'sense of humor']"
SALES,Technical Sales Representative,"['technical sales', 'process improvement', 'product-based solutions', ""driver's license"", 'communication', 'negotiation', 'teamwork', 'problem solving', 'time management', 'interpersonal skills', 'adaptability', 'crm', 'market analysis', 'territory planning', 'data analysis', 'customer relationship management']"
SALES,Route Service Sales Representative (4-Day Workweek) - $24/Hour,"['sales skills', 'customer service orientation', 'self-motivation', 'teamwork', 'positive attitude', 'organization', 'problem solving', ""driver's license"", 'dot medical certification', 'inventory control', 'negotiation', 'physical fitness']"
SALES,Inside Sales,"['sales experience', 'customer service', 'communication', 'critical thinking', 'time management', 'teamwork', 'microsoft office 365', 'data entry', 'lead generation', 'cold calling', 'product knowledge', 'reporting', 'self-starter', 'curiosity', 'problem solving', 'sense of urgency']"
SALES,Sales Associate Sunglass Hut,"['sales', 'customer service', 'technology proficiency', 'communication', 'teamwork', 'attention to detail', 'relationship building', 'inventory management', 'visual merchandising', 'self-motivation', 'adaptability']"
SALES,Route Sales Professional,"['stocking', 'sales data analysis', 'customer relationship management', 'inventory management', 'physical stamina', 'communication', 'teamwork', 'problem solving', 'adaptability', 'customer service', 'time management', 'merchandising', ""valid driver's license"", 'dot medical card', 'route settlement procedures', 'safety driving']"
SALES,Aftermarket Sales Rep,"['communication', 'interpersonal skills', 'organizational skills', 'problem solving', 'time management', 'customer engagement', 'follow-up skills', 'salesforce', 'sales strategies', 'product demonstrations', 'quotations preparation', 'territory management', 'business-to-business sales', 'customer relationship management', 'computer skills']"
SALES,Counter Sales,"['customer service', 'computer skills', 'communication', 'teamwork', 'problem solving', 'adaptability', 'time management', 'attention to detail', 'hvac knowledge', 'invoicing', 'product procurement', 'stock management']"
SALES,Sales Development Representative - US,"['crm systems', 'communication', 'time management', 'teamwork', 'problem solving', 'work ethic', 'eagerness to learn', 'sales development', 'salesforce', 'linkedin sales navigator', 'email outreach', 'research skills', 'opportunity management', 'listening skills', 'adaptability']"
SALES,Sales Representative,"['sales', 'customer service', 'technology usage', 'pos systems', 'product knowledge', 'communication', 'interpersonal skills', 'relationship building', 'adaptability', 'teamwork', 'presentation skills', 'integrity', 'motivation', 'sales presentations']"
SALES,"Sales Director, Overland Park, KC","['sales strategy', 'team leadership', 'microsoft word', 'business development', 'motivation', 'work ethic', 'communication', 'problem solving', 'telecom products', 'crm systems', 'microsoft excel', 'coaching', 'training']"
SALES,Sales Associate,"['product knowledge', 'sales techniques', 'customer service', 'technology usage', 'merchandising', 'communication', 'teamwork', 'flexibility', 'creativity', 'relationship building', 'problem solving', 'customer engagement']"
SALES,Sales Executive [28224],"['relationship building', 'salesforce', 'crm', 'healthcare technology sales', 'data analytics', 'statistics', 'analytical projects', 'communication', 'problem solving', 'adaptability', 'creativity']"
SALES,Salesperson,"['sales', 'customer relationship management', 'time management', 'technical skills', 'presentation skills', 'merchandising', 'computer skills', 'communication', 'organization', 'professionalism', 'judgment', 'relationship building', 'golf equipment knowledge', 'order securing and renewing', 'golf-related outside sales experience', 'club fitting', 'passion for golf']"
SALES,Art Gallery Sales & Marketing Associate,"['sales', 'marketing', 'event management', 'communication', 'interpersonal skills', 'organization', 'multitasking', 'detail-oriented', 'charisma', 'flexibility', 'social media management', 'mailchimp', 'canva', 'adobe creative suite', 'art selling techniques', 'website management', 'shipping and operations', 'writing', 'passion for contemporary art']"
SALES,Regional Sales Director,"['communication skills', 'interpersonal skills', 'organizational skills', 'relationship building', 'adaptability', 'sales management', 'analytical skills', 'crm software', 'microsoft office 360', 'sap', 'business analytics', 'forecasting', 'market analysis', 'recruiting', 'training and development', 'project management', 'customer relationship management', 'sales strategy', 'financial management', 'manufacturing knowledge', 'leadership', 'collaboration', 'problem solving', 'goal setting', 'coaching']"
SALES,Salesperson,"['sales', 'negotiation', 'sales techniques', 'real estate industry', 'business administration', 'marketing', 'communication', 'interpersonal skills', 'relationship building', 'independence', 'teamwork', 'crm software', 'microsoft office', 'healthcare industry']"
SALES,PT Sales Associate Cashier,"['cash handling', 'customer service', 'computer skills', 'payment processing', 'product knowledge', 'communication', 'teamwork', 'problem solving', 'attention to detail', 'adaptability', 'courtesy', 'time management', 'point of sale systems', 'bagging procedures']"
SALES,Sales Consultant,"['sales experience', 'lead generation', 'account management', 'product knowledge', 'market analysis', 'customer service', 'motivation', 'relationship building', 'communication', 'problem solving', 'teamwork', 'adaptability', 'construction industry knowledge', 'safety program communication', 'proposal generation', 'aggressiveness']"
SALES,Retail Sales Associate,"['sales', 'customer service', 'communication', 'technology', 'merchandising', 'inventory management', 'outbound calling', 'teamwork', 'problem solving', 'adaptability', 'persistence', 'community engagement', 'learning orientation', 'text messaging']"
SALES,Real Estate Sales Agent,"['crm software', 'negotiation', 'time management', 'team player', 'communication', 'organizational skills', 'willingness to learn', 'attention to detail', 'listening skills', 'growth mindset', 'client relationship management', 'nc real estate license', 'real estate sales experience', 'lead generation', 'pricing strategies', 'ai technology']"
SALES,Sales Account Manager,"['sales', 'customer service', 'presentation skills', ""bachelor's degree"", 'training', 'communication', 'relationship building', 'time management', 'teamwork', 'leadership', 'account management', 'problem-solving', 'business solutions', ""valid driver's license"", 'consultation', 'adaptability', 'strategic planning', 'negotiation', 'self-motivation', 'work-life balance']"
SALES,NetSuite Sales Account Manager - Mountain,"['sales', 'customer relationship management', 'communication', 'problem solving', 'work ethic', 'attention to detail', 'customer focus', 'saas', 'erp', 'crm', 'negotiation', 'business development', 'technical sales', 'contract preparation', 'market analysis', 'teamwork', 'adaptability', 'emotional intelligence', 'responsiveness', 'ownership']"
SALES,Sales Lead - White House Black Market,"['retail management', 'customer service', 'sales techniques', 'product knowledge', 'administrative skills', 'technology adaptation', 'merchandising', 'cash handling', 'inventory management', 'performance metrics', 'communication', 'team leadership', 'motivation', 'problem solving', 'organizational skills', 'flexibility', 'customer relationship management', 'collaboration', 'feedback reception', 'time management']"
SALES,"Supervisor, Outside Sales","['customer experience enhancement', 'technical skills', 'computer software applications', 'direct sales practices', 'consumer education', 'communication', 'team building', 'interpersonal skills', 'organizational skills', 'problem solving', 'accountability', 'adaptability', 'collaboration', 'time management', 'sales management', 'project management', 'reporting and analytics', 'telecommunications knowledge', 'recruitment and training', 'performance appraisal', 'leadership']"
SALES,IT Sales Specialist,"['sales', 'business development', 'communication', 'relationship building', 'team collaboration', 'problem solving', 'time management', 'adaptability', 'ecommerce', 'crm systems', 'erp systems', 'presentation skills', 'lead qualification', 'market analysis']"
SALES,Outside Sales Representative Trainee,"['sales', 'communication', 'negotiation', 'microsoft office', 'technical experience', 'product demonstrations', 'time management', 'relationship building', 'customer service', 'team collaboration', 'adaptability', 'networking', 'prioritization', 'crm', 'engineering']"
SALES,Sales Development Representative,"['communication', 'problem solving', 'analytical skills', 'time management', 'negotiation', 'internet research', 'customer service', 'relationship building', 'business development', 'interpersonal skills', 'adaptability', 'teamwork', 'creativity', 'responsibility', 'attention to detail', 'stress management']"
SALES,Sales Advisor - Intel Computers,"['retail sales', 'customer service', 'product knowledge', 'computer hardware', 'pos system', 'reporting', 'training', 'interpersonal communication', 'relationship building', 'problem solving', 'engagement', 'teamwork', 'adaptability', 'time management', 'elearning']"
SALES,Professional Sales Representative,"['sales', 'negotiation', 'communication', 'interpersonal skills', 'self-motivation', 'independence', 'relationship building', 'lead generation', 'building automation systems', 'energy efficiency concepts', 'customer relationship management', 'business degree', 'engineering degree']"
SALES,Insurance Sales Representative,"['sales experience', 'teamwork', 'motivation', 'reliability', 'independence', 'communication', 'property and casualty insurance license', 'microsoft office suite']"
SALES,Sales Manager - US - Packaging Machinery,"['communication', 'relationship management', 'proactivity', 'common sense', 'team collaboration', 'crm', 'ms office', 'technical presentations', 'blueprints understanding', 'sales reporting', 'market analysis', 'business development', 'pre-sales technical assistance', 'measurements for layouts', 'persuasion', 'autonomy']"
SALES,"Sales Associate / Key Sales / Seasonal Opportunities - Banter by Piercing Pagoda - Los Cerritos Center - Cerritos, CA","['sales', 'customer service', 'retail experience', 'product knowledge', 'supervisory skills', 'communication', 'teamwork', 'sales techniques', 'drive', 'adaptability', 'desire to grow', 'problem solving', 'merchandising', 'financing options', 'creativity', 'integrity', 'commitment to excellence', 'charisma']"
SALES,Business Development Sales Representative,"['sales', 'business development', 'customer relationship management', 'networking', 'sales presentations', 'lead generation', 'appointment scheduling', 'b2b sales', 'self-motivated', 'communication', 'professionalism', 'problem solving', 'time management', 'adaptability', 'travel planning']"
SALES,Sales Manager,"['sales management', 'team management', 'business development', 'time management', 'sales strategy development', 'performance monitoring', 'communication', 'goal-oriented', 'self-discipline', 'positive attitude', 'persuasion', 'leadership', 'organizational skills', 'personal development', 'adaptability', 'professional demeanor', 'consultative sales', 'marketing', 'presentation skills', 'saas knowledge']"
SALES,Sales Associate,"['customer service', 'sales', 'store presentation', 'communication', 'teamwork', 'problem solving', 'flexibility', 'relationship building', 'optimism', 'authenticity', 'e-commerce', 'styling advice', 'creativity']"
SALES,Insurance Sales Producer,"['customer service', 'client relationship management', 'communication', 'insurance sales', 'insurance licensure', 'prospecting', 'self-motivation', 'goal-oriented', 'teamwork', 'independence']"
SALES,"Sales Specialist, Miami","['sales', 'customer service', 'inventory management', 'organizational skills', 'communication', 'teamwork', 'relationship development', 'multi-tasking', 'self-starter', 'independence', 'collaboration', 'adaptability', 'pos systems', 'asset protection procedures', 'crm software', 'merchandising']"
SALES,Account Director - Leisure Sales (Miami or New York),"['sales strategies', 'client relationship management', 'business development', 'communication', 'problem solving', 'multi-tasking', 'initiative', 'professionalism', 'interpersonal skills', 'negotiation', 'microsoft office', 'presentation skills', 'leisure sales experience', 'bilingual (spanish)', 'market analysis', 'industry knowledge (caribbean/mexico)', 'attention to detail', 'stress management', 'judgment']"
SALES,Sales Lead,"['retail experience', 'product knowledge', 'sales', 'merchandising', 'visual merchandising', 'customer service', 'team leadership', 'communication', 'problem solving', 'adaptability', 'collaboration', 'enthusiasm', 'operational management', 'motivation']"
SALES,Manager Business Sales Agency - Hybrid,"['sales', 'organizational skills', 'analytical skills', 'software proficiency', 'client management', 'teamwork', 'communication', 'integrity', 'people minded', 'self-motivation', 'negotiation', 'presentation', 'market analysis', 'results oriented', 'trust', 'innovation', 'optimism']"
SALES,Salesperson,"['inventory management', 'communication', 'customer service', 'relationship building', 'problem solving', 'teamwork', 'adaptability', 'time management', 'automotive system knowledge', 'store systems knowledge', 'battery installation', 'pos systems', 'parts lookup systems', 'basic math skills', 'safety knowledge', 'diagnostic equipment expertise']"
SALES,Home Care Sales Consultant,"['sales', 'communication', 'problem-solving', 'relationship-building', 'healthcare knowledge', 'technology adaptation', 'interpersonal skills', 'decision-making', 'teamwork', 'independence', 'adaptability', 'community resources knowledge', ""bachelor's degree"", ""driver's license""]"
SALES,Area Sales Manager - South,"['sales management', 'data analysis', 'marketing', 'customer relationship management', 'technical product knowledge', 'communication', 'self-motivation', 'organization', 'team collaboration', 'problem-solving', 'creativity', 'relationship development', 'flexibility', 'curiosity', 'commitment to excellence', 'territory management', 'presentation skills', ""valid driver's license"", 'extensive travel', 'experience in distribution or manufacturing']"
SALES,Staffing Sales/Full Desk Recruiter,"['business development', 'account management', 'analytical skills', 'communication', 'relationship building', 'organization', 'teamwork', 'customer satisfaction', 'staffing industry experience', 'market research', 'sales presentations', 'contract negotiation', 'technical sales knowledge']"
SALES,National Sales Specialist,"['sales', 'client retention', 'training', 'communication', 'teamwork', 'problem solving', 'adaptability', 'customer service', 'time management', 'negotiation', 'healthcare solutions', 'commission generation', 'zoom', 'tailored solutions', 'small business healthcare']"
SALES,Sales Director,"['microsoft office suite', 'communication', 'problem solving', 'relationship building', 'customer satisfaction focus', 'sales management', 'business development', 'strategic planning', 'salesforce', 'contract negotiation', 'market analysis', 'mechanical systems knowledge', 'leadership', 'team mentoring', 'analytical thinking', 'adaptability']"
SALES,Inside Sales Manager,"['sales management', 'supervisory experience', 'business plan execution', 'sales experience', 'team management', 'training and support', 'communication', 'leadership', 'goal setting', 'teamwork', 'problem solving', 'ambition']"
SALES,Salesperson,"['store systems knowledge', 'inventory management', 'safety knowledge', 'communication', 'customer service', 'relationship building', 'problem solving', 'teamwork', 'time management', 'automotive system knowledge', 'battery installation', 'pos systems', 'parts lookup systems', 'basic math skills', 'diagnostic equipment expertise', 'adaptability']"
SALES,Regional Vice President of Sales,"['sales', 'account strategies', 'team player', 'self-starter', 'communication', 'initiative', 'relationship building', 'competitive', 'problem solving', 'adaptability', 'positive representation', 'crm', 'property and casualty certification', 'e-commerce', 'salesforce', 'risk mitigation solutions', 'outbound prospecting', 'sales presentations', 'market analysis', 'feedback']"
SALES,Sales Development Trainee,"['sales', 'communication', 'organizational skills', 'time management', 'customer relationship management', 'teamwork', 'problem solving', 'negotiation', 'territory management', 'presentation skills', 'reporting', ""valid driver's license"", 'goal oriented', 'self-motivated', 'leadership', 'adaptability', 'ambition', 'communication with internal departments']"
SALES,"Sales Development Rep - DeForest, WI","['sales', 'computer skills', 'time management', 'organizational skills', 'outbound calling', 'communication', 'customer service', 'motivation', 'multi-tasking', 'results driven', 'crm', 'internet sales', 'marketing campaigns knowledge', 'review management', 'vinsolutions experience']"
SALES,Sales and Service Route Class B Driver *5K SIGN ON BONUS*,"['basic computer skills', 'math skills', 'safety compliance', 'vehicle operation', 'customer service', 'communication', 'problem solving', 'time management', 'class b cdl', 'hazmat endorsement', 'route driving experience', 'physical fitness']"
SALES,Experienced Vacation Ownership Sales Manager - Elite Line,"['sales training', 'customer service', 'organizational skills', 'planning skills', 'coaching', 'performance appraisal', 'recruiting', 'process-oriented', 'leadership', 'team management', 'interpersonal skills', 'communication', 'problem solving', 'motivation', 'relationship building', 'self-directed', 'positive attitude', 'continuous improvement', 'timeshare sales', 'administrative skills']"
SALES,Lead Rail Sales Representative,"['sales strategy execution', 'customer service', 'commercial strategy', 'communication', 'team leadership', 'influencing skills', 'strategic thinking', 'problem solving', 'adaptability', 'collaboration', 'customer focus', 'initiative', 'railcar finance', 'market analysis', 'financial analysis', 'salesforce', 'risk management', 'account management', 'data analysis', 'relationship management', 'portfolio management', 'rail industry knowledge', 'negotiation']"
SALES,Sr. Channel Sales Engineer,"['technical presentation', 'communication', 'customer focus', 'problem solving', 'independence', 'positive attitude', 'influence', 'teamwork', 'channel sales engineering', 'messaging security', 'internet security principles', 'http', 'smtp', 'dns', 'networking topology', 'tcp/ip protocol', 'network configuration', 'firewalls', 'routers', 'software sales', 'security certifications (cissp, ceh)', 'empathy', 'storytelling', 'listening']"
SALES,Sales & Service Rep - Banking - Permanent Hire,"['customer service', 'financial transactions', 'sales', 'critical thinking', 'decision-making', 'computer systems navigation', 'listening skills', 'communication', 'problem solving', 'time management', 'adaptability', 'teamwork', 'knowledge of financial products']"
SALES,Territory Sales Manager,"['sales', 'relationship management', 'training and education', 'self-motivation', 'persistence', 'resilience', 'accountability', 'genuine personality', 'communication', 'teamwork', 'medical device knowledge', 'computer skills', 'order processing', 'travel']"
SALES,Part-Time Sales Associate - Famous Footwear,"['customer service', 'product knowledge', 'merchandising', 'retail experience', 'team player', 'communication', 'flexibility', 'positive energy', 'self-starter']"
SALES,Part-Time Sales Associate - Denver Premium Outlet,"['sales', 'product knowledge', 'customer service', 'merchandising', 'communication', 'teamwork', 'engagement', 'relationship building', 'positive attitude', 'compassion', 'integrity', 'accountability', 'inclusivity', 'cash handling', 'flexible availability']"
SALES,Dealer Territory Sales Consultant,"['sales', 'project management', 'email communication', 'phone communication', 'problem resolution', 'customer service', 'communication', 'teamwork', 'adaptability', 'time management', 'goal orientation', 'salesforce', 'territory management', 'cold calling', 'new business acquisition', 'account maintenance', 'product penetration']"
SALES,"Service Sales Representative - East Hartford, CT","['sales', 'price estimation', 'report preparation', 'customer relationship management', 'driving record', 'service-related sales', 'computer skills', 'communication', 'leadership', 'relationship building', 'problem solving', 'teamwork', 'adaptability', 'customer service', 'crm software', 'mechanical principles', 'electrical principles']"
SALES,Food Service Sales Representative,"['sales', 'customer relationship management', 'lead generation', 'multitasking', 'problem solving', 'communication', 'presentation skills', 'initiative', 'goal-oriented', 'competitive', 'extroverted personality', 'adaptability', 'food service knowledge', 'competitive analysis', 'energetic', 'equanimity under stress']"
SALES,Seasonal Sales Associate - Deptford Mall,"['microsoft office 365 suite', 'customer service', 'communication', 'sales', 'teamwork', 'relationship building', 'results-oriented', 'flexibility', 'problem solving', 'kwi', 'pos systems', 'applicant tracking systems']"
SALES,Sales Specialist: Diamond and Fine Jewelry (Mandatory Experience in Gemology and Diamond Industry Sales),"['sales', 'customer service', 'logistics', 'problem-solving', 'organizational skills', 'tech-savviness', 'communication', 'interpersonal skills', 'multitasking', 'adaptability', 'gemology', 'ecommerce', 'creativity']"
SALES,Sales Associate - White House Black Market,"['sales techniques', 'product knowledge', 'customer service', 'technology adaptation', 'organizational skills', 'multi-tasking', 'visual merchandising', 'cash register operation', 'communication', 'teamwork', 'problem solving', 'customer relationship management', 'flexibility', 'feedback solicitation']"
SALES,Seasonal Sales Associate - Glendale Galleria,"['microsoft office 365', 'customer service', 'communication', 'sales', 'teamwork', 'relationship building', 'results-oriented', 'problem solving', 'flexibility', 'pos systems', 'kwi', 'applicant tracking systems']"
SALES,Sales Academy Associate- Rotational Program (June 2024 Start),"['sales', 'relationship management', 'lead generation', 'account management', 'sales forecasting', 'presentation skills', 'communication', 'teamwork', 'problem solving', 'adaptability', 'networking', 'customer focus', 'trust-building', 'influence', 'financial technology', 'ecrm systems', 'business strategy', 'negotiation', 'mentorship', 'enthusiasm']"
SALES,Retail Sales Associate Part Time,"['customer service', 'cash handling', 'visual merchandising', 'sales techniques', 'inventory management', 'retail operations', 'teamwork', 'communication', 'adaptability', 'relationship building', 'problem solving', 'positive attitude']"
SALES,Retail Brand Ambassador (Sales Associate)- PT- Medford (702415),"['retail experience', 'merchandising', 'visual presentation', 'customer service', 'communication', 'teamwork', 'organization', 'collaboration', 'problem solving', 'pos systems', 'microsoft office', 'stock maintenance']"
SALES,Sales Account Manager,"['b2b sales', 'crm software', 'sales presentations', 'business development', 'sales process management', 'market research', 'communication', 'relationship building', 'customer satisfaction', 'problem solving', 'teamwork', 'networking']"
SALES,Internal Sales - BSC - Welshpool WA,"['sales experience', 'computer literacy', 'customer service', 'problem solving', 'administration', 'product knowledge', 'teamwork', 'communication', 'reliability', 'positive attitude', 'calmness under pressure', 'willingness to learn', 'solution-oriented', 'mechanical aptitude']"
SALES,Branch Sales Specialist (Full Time),"['sales', 'computer applications', 'communication', 'teamwork', 'multitasking', 'problem solving', 'adaptability', 'customer service', 'order entry', 'warehouse operations', 'powered industrial equipment operation', 'lifting (up to 50 pounds)', 'leadership', 'customer loyalty']"
SALES,Sales Representative,"['sales', 'customer relationship management', 'product knowledge', 'training', 'communication', 'building trust', 'adaptability', 'persuasiveness', 'teamwork', 'follow-up', 'customer loyalty', 'problem solving', 'market research', 'ms office', 'b2b sales', 'driving', 'sales reporting']"
SALES,Enterprise Sales Executive,"['sales', 'presentation skills', 'customer relationship management', 'communication', 'self-motivation', 'relationship building', 'organization', 'problem solving', 'work ethic', 'team collaboration', 'crm (hubspot)', 'business development', 'pipeline management', 'marketing', 'negotiation', 'print on demand', 'direct mail solutions', 'healthcare industry knowledge', 'insurance industry knowledge', 'financial services knowledge', 'franchise organizations knowledge', 'adaptability', 'persistence']"
SALES,Client Sales & Intake Coordinator,"['sales', 'customer service', 'lead management', 'communication', 'teamwork', 'adaptability', 'attention to detail', 'positive attitude', 'problem solving', 'time management', 'typing', 'document management software', 'bilingual (spanish/english)', 'proficiency in word', 'proficiency in adobe']"
SALES,Seasonal Sales Associate,"['retail sales', 'customer service', 'visual merchandising', 'sales metrics analysis', 'inventory management', 'team selling', 'product knowledge', 'teamwork', 'communication', 'adaptability', 'problem solving', 'customer relationship building', 'respectfulness', 'accountability', 'positive attitude', 'alteration fitting']"
SALES,"Sales Coordinator - Westminster, CO","['microsoft office', 'communication', 'teamwork', 'problem solving', 'organizational skills', 'self-motivated', 'goal-oriented', 'interpersonal skills', 'adaptability', 'salesforce', 'crm administration', 'erp support', 'sap', 'data input', 'data integrity', 'reporting functions', 'pneumatic tubing systems', 'time management', 'listening skills']"
SALES,Store Sales Manager,"['customer service', 'team leadership', 'product knowledge', 'merchandising', 'training and development', 'workforce management', 'communication', 'problem solving', 'teamwork', 'adaptability', 'motivation', 'leadership', 'customer focus', 'constructive feedback', 'interpersonal skills', 'time management', 'sales management', 'kpi management', 'social media strategy', 'bilingual (spanish)']"
SALES,"Retail Part-Time Sales Advisor - Savage X Fenty (Cross County Center - Yonkers, NY)","['customer service', 'product knowledge', 'technology proficiency', 'interpersonal communication', 'teamwork', 'flexibility', 'self-motivation', 'problem solving', 'visual merchandising', 'inventory management', 'growth mindset']"
SALES,Sales Associate,"['customer service', 'technology proficiency', 'retail experience', 'communication', 'teamwork', 'problem solving', 'organization', 'transaction processing']"
SALES,Director of Sales,"['sales leadership', 'budgeting', 'customer service', 'interpersonal skills', 'results driven', 'team management', 'problem solving', 'communication', 'strategic planning', 'networking', 'legal sales', 'pipeline management', 'salesforce.com', 'court reporting', 'deposition services']"
SALES,Part Time Sales Associate- CALVIN KLEIN,"['customer service', 'retail experience', 'product knowledge', 'time management', 'sales techniques', 'communication', 'teamwork', 'problem solving', 'adaptability', 'customer engagement', 'feedback receptiveness', 'professionalism', 'passion for brand', 'cash handling', 'visual merchandising', 'inventory management']"
SALES,Seasonal Sales Associate,"['retail sales', 'customer service', 'team selling', 'product knowledge', 'communication', 'teamwork', 'adaptability', 'problem solving', 'customer relationship building', 'respectfulness', 'accountability', 'positive attitude', 'visual merchandising', 'sales metrics analysis', 'alteration fitting', 'inventory management']"
SALES,Sales Manager,"['customer relationship management', 'interpersonal communication', 'coaching', 'leadership', 'communication', 'teamwork', 'time management', 'relationship building', 'motivation', 'sales management', 'sales strategy implementation', 'team recruitment and training', 'sales goal analysis', 'data analysis', 'territory management', 'problem solving', 'adaptability']"
SALES,Sales Representative I - Boston,"['customer relationship management', 'sales tracking', 'technical aptitude', 'product knowledge', 'communication', 'team collaboration', 'problem solving', 'adaptability', 'time management', 'customer service', 'relationship building', 'sales planning', 'clinical proficiency', 'business acumen', 'compliance training', 'event coordination', 'presentation skills']"
SALES,Project Sales Manager,"['sales management', 'interpersonal skills', 'communication', 'organizational skills', 'problem solving', 'teamwork', 'creativity', 'customer service', 'project management', 'lead generation', 'market research', 'crm software', 'microsoft office suite', 'project management tools', 'business development', 'customer retention', 'kpi reporting']"
SALES,Medical Device Sales Internship- KENTUCKY,"['sales', 'customer service', 'record keeping', 'cold calling', 'report writing', 'communication', 'relationship building', 'problem solving', 'time management', 'self-motivation', 'teamwork', 'adaptability', 'confidence', 'organizational skills', 'independence', 'negotiation', 'market analysis', 'consultative selling', 'product knowledge', 'strategic outreach']"
SALES,Tire Sales & Installation Associate Part Time,"['customer service', 'inventory management', 'basic computer skills', 'teamwork', 'communication', 'problem solving', 'adaptability', 'interpersonal skills', 'accountability', 'collaboration', 'tire installation', 'safety compliance', 'propane tank filling', 'tire repair', 'tire selection', 'merchandising', 'manual transmission driving', 'integrity', 'positive attitude']"
SALES,Outside Sales Representative,"['sales experience', 'consultative sales', 'problem solving', 'relationship building', 'retail experience', 'management experience', 'self-starter', 'ongoing learning', 'teamwork', 'communication', 'digital marketing', 'business development', 'military background', 'self-employment', 'adaptability', 'grit', 'perseverance', 'quick-witted']"
SALES,"Sr. Sales Manager, Aftermarket Programs","['sales growth', 'market analysis', 'product knowledge', 'communication', 'teamwork', 'problem solving', 'adaptability', 'leadership', 'customer service', 'collaboration', 'customer relationship management', 'manufacturing processes', 'technical documentation', 'safety compliance', 'data analysis', 'time management']"
SALES,Salesperson,"['inventory management', 'communication', 'customer service', 'relationship building', 'teamwork', 'adaptability', 'problem solving', 'time management', 'friendly demeanor', 'automotive system knowledge', 'basic math', 'pos systems', 'parts lookup systems', 'battery installation', 'diagnostic equipment', 'safety knowledge', 'store systems knowledge']"
SALES,District Sales Manager,"['chain account management', 'field sales', 'people management', 'leadership', 'coaching', 'planning and organizing', 'teamwork', 'judgment', 'communication', 'microsoft office suite', 'category management system (nielsen)', 'industry data systems']"
SALES,Casual Sales Ambassador - Woodland Hills Mall,"['customer service', 'sales techniques', 'inventory management', 'consultation-based service', 'bilingual (spanish, french)', 'communication', 'problem solving', 'active listening', 'customer engagement', 'product knowledge', 'visual merchandising', 'teamwork', 'flexibility', 'adaptability', 'inclusivity']"
SALES,Sales Coordinator,"['logistics', 'sales', 'customer service', 'appointment scheduling', 'communication', 'collaboration', 'willingness to learn', 'cold calling', 'market research', 'salesforce', 'panjiva', 'zoominfo', 'freight booking', 'creativity', 'empathy', 'enthusiasm']"
SALES,FT Deli Bakery Sales Associate,"['customer service', 'merchandising', 'communication', 'interpersonal skills', 'teamwork', 'problem solving', 'organizational skills', 'adaptability', 'attention to detail', 'food safety', 'sanitation', 'inventory management', 'computer skills', 'technical knowledge', 'food handling', 'enthusiasm']"
SALES,"Senior Manager, Strategic Sales","['sales leadership', 'sales strategy', 'account management', 'sales enablement', 'team leadership', 'interpersonal skills', 'collaboration', 'coaching', 'customer focus', 'communication', 'problem solving', 'adaptability', 'strategic thinking', 'saas', 'sales forecasting', 'enterprise software sales', 'data-driven decision making', 'quota management', 'contract negotiation', 'diversity and inclusion awareness']"
SALES,Salesforce Developer,"['collaboration', 'problem solving', 'time management', 'communication', 'leadership', 'salesforce', 'apex', 'rest apis', 'soap apis', 'salesforce service cloud', 'salesforce sales cloud', 'salesforce communities', 'lwc/aura', 'cti integration (amazon connect)', 'system migrations', 'application design and architecture', 'software quality assurance', 'system testing tools', 'agile software development', 'devops principles', 'creativity', 'flexibility']"
SALES,Sleep Expert - Sales,"['customer service', 'product knowledge', 'visual merchandising', 'cash handling', 'training and development', 'communication', 'relationship building', 'teamwork', 'problem solving', 'adaptability', 'customer focus', 'initiative', 'sales performance', 'lifting (up to 50 pounds)', 'omni-channel experience', 'social media marketing', 'feedback acceptance']"
SALES,Territory Sales Manager,"['outside sales', 'customer relationship management', 'self-starter', 'teamwork', 'communication']"
SALES,Counter Sales Representative,"['cash handling', 'general math skills', 'customer service', 'communication', 'decision making', 'ability to learn', 'teamwork', 'order management system', 'microsoft office', 'lifting and loading merchandise']"
SALES,Salesforce Architect - Omnistudio,"['analytical skills', 'problem solving', 'communication', 'interpersonal skills', 'collaboration', 'adaptability', 'customer focus', 'salesforce', 'omnistudio', 'vlocity', 'omniscript', 'dataraptor', 'flexcards', 'lightning components', 'salesforce integrations', 'data studio', 'journey builder', 'interaction studio', 'audience studio', 'apex', 'technical design documentation']"
SALES,Technical Sales Engineer ,"['customer relationship management', 'communication', 'relationship building', 'problem solving', 'teamwork', 'product sales', 'semiconductor packaging', 'project management', 'ic assembly products', 'microsoft office', 'technical presentations', 'negotiation', 'leadership', 'self-starter', 'adaptability']"
